age,sex,primacy_farming,primacy_coffee,coffee_count,coffee_count_unit,coffee_count_set,subcounty,parish,village,practice_list,weeding_status,weeding_constraint_1,weeding_constraint_2,weeding_constraint_3,weeding_constraint_4,weeding_constraint_5,weeding_constraint_6,weeding_constraint_7,weeding_other_1,weeding_other_2,weeding_other_3,weeding_other_4,weeding_other_5,weeding_other_6,weeding_other_7,herbicide_status,herbicide_constraint_1,herbicide_constraint_2,herbicide_constraint_3,herbicide_constraint_4,herbicide_constraint_5,herbicide_constraint_6,herbicide_constraint_7,herbicide_other_1,herbicide_other_2,herbicide_other_3,herbicide_other_4,herbicide_other_5,herbicide_other_6,herbicide_other_7,mulch_status,mulch_constraint_1,mulch_constraint_2,mulch_constraint_3,mulch_constraint_4,mulch_constraint_5,mulch_constraint_6,mulch_constraint_7,mulch_other_1,mulch_other_2,mulch_other_3,mulch_other_4,mulch_other_5,mulch_other_6,mulch_other_7,pruning_status,pruning_constraint_1,pruning_constraint_2,pruning_constraint_3,pruning_constraint_4,pruning_constraint_5,pruning_constraint_6,pruning_constraint_7,pruning_other_1,pruning_other_2,pruning_other_3,pruning_other_4,pruning_other_5,pruning_other_6,pruning_other_7,shade_planting_status,shade_planting_constraint_1,shade_planting_constraint_2,shade_planting_constraint_3,shade_planting_constraint_4,shade_planting_constraint_5,shade_planting_constraint_6,shade_planting_constraint_7,shade_planting_other_1,shade_planting_other_2,shade_planting_other_3,shade_planting_other_4,shade_planting_other_5,shade_planting_other_6,shade_planting_other_7,suckering_status,suckering_constraint_1,suckering_constraint_2,suckering_constraint_3,suckering_constraint_4,suckering_constraint_5,suckering_constraint_6,suckering_constraint_7,suckering_other_1,suckering_other_2,suckering_other_3,suckering_other_4,suckering_other_5,suckering_other_6,suckering_other_7,bctb_status,bctb_constraint_1,bctb_constraint_2,bctb_constraint_3,bctb_constraint_4,bctb_constraint_5,bctb_constraint_6,bctb_constraint_7,bctb_other_1,bctb_other_2,bctb_other_3,bctb_other_4,bctb_other_5,bctb_other_6,bctb_other_7,cwd_status,cwd_constraint_1,cwd_constraint_2,cwd_constraint_3,cwd_constraint_4,cwd_constraint_5,cwd_constraint_6,cwd_constraint_7,cwd_other_1,cwd_other_2,cwd_other_3,cwd_other_4,cwd_other_5,cwd_other_6,cwd_other_7,manure_status,manure_constraint_1,manure_constraint_2,manure_constraint_3,manure_constraint_4,manure_constraint_5,manure_constraint_6,manure_constraint_7,manure_other_1,manure_other_2,manure_other_3,manure_other_4,manure_other_5,manure_other_6,manure_other_7,gap_filling_status,gap_filling_constraint_1,gap_filling_constraint_2,gap_filling_constraint_3,gap_filling_constraint_4,gap_filling_constraint_5,gap_filling_constraint_6,gap_filling_constraint_7,gap_filling_other_1,gap_filling_other_2,gap_filling_other_3,gap_filling_other_4,gap_filling_other_5,gap_filling_other_6,gap_filling_other_7,trenching_status,trenching_constraint_1,trenching_constraint_2,trenching_constraint_3,trenching_constraint_4,trenching_constraint_5,trenching_constraint_6,trenching_constraint_7,trenching_other_1,trenching_other_2,trenching_other_3,trenching_other_4,trenching_other_5,trenching_other_6,trenching_other_7,de_silting_status,de_silting_constraint_1,de_silting_constraint_2,de_silting_constraint_3,de_silting_constraint_4,de_silting_constraint_5,de_silting_constraint_6,de_silting_constraint_7,de_silting_other_1,de_silting_other_2,de_silting_other_3,de_silting_other_4,de_silting_other_5,de_silting_other_6,de_silting_other_7,basins_status,basins_constraint_1,basins_constraint_2,basins_constraint_3,basins_constraint_4,basins_constraint_5,basins_constraint_6,basins_constraint_7,basins_other_1,basins_other_2,basins_other_3,basins_other_4,basins_other_5,basins_other_6,basins_other_7,fert_status,fert_constraint_1,fert_constraint_2,fert_constraint_3,fert_constraint_4,fert_constraint_5,fert_constraint_6,fert_constraint_7,fert_other_1,fert_other_2,fert_other_3,fert_other_4,fert_other_5,fert_other_6,fert_other_7,shade_management_status,shade_management_constraint_1,shade_management_constraint_2,shade_management_constraint_3,shade_management_constraint_4,shade_management_constraint_5,shade_management_constraint_6,shade_management_constraint_7,shade_management_other_1,shade_management_other_2,shade_management_other_3,shade_management_other_4,shade_management_other_5,shade_management_other_6,shade_management_other_7
43,f,1,0,30,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching shade_planting suckering bctb manure trenching trench_silting fertilizer,current,access,labor,cost,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,skill,access,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,access,cost,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,other,skill,NA,NA,NA,NA,NA,Biting insects,NA,NA,NA,NA,current,time,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,access,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,time,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,skill,labor,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,m,1,1,100,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning suckering bctb cwd manure gap_filling trenching,current,cost,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,labor,skill,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,access,cost,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,cost,time,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,cost,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,skill,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,access,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,m,1,1,300,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning shade_planting suckering bctb manure trenching basins,current,time,labor,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,labor,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,skill,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,skill,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,access,time,labor,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,time,labor,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,f,1,1,40,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding mulching pruning shade_planting bctb cwd manure gap_filling basins shade_management,current,time,labor,cost,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,cost,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,time,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,labor,time,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,f,1,1,1.5,acres,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning suckering manure gap_filling trenching trench_silting fertilizer,current,labor,time,skill,cost,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,access,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,access,cost,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,access,cost,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,labor,skill,time,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,access,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,f,1,1,400,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning shade_planting suckering bctb manure trenching basins,current,labor,time,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,labor,time,access,cost,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,labor,time,access,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,skill,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,time,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,m,1,1,300,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching shade_planting suckering manure gap_filling trenching trench_silting shade_management,current,cost,access,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,access,labor,cost,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,time,skill,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,time,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,other,access,skill,time,NA,NA,NA,Trees dry up due to prolonged drought,NA,NA,NA,NA,never,labor,time,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,f,1,0,600,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching suckering cwd manure gap_filling trenching trench_silting fertilizer,current,labor,time,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,access,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,cost,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,cost,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,labor,cost,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,m,1,1,2,acres,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning shade_planting suckering bctb manure gap_filling trenching,current,access,skill,labor,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,cost,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,access,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,access,skill,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,skill,cost,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,cost,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,m,1,0,1200,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide suckering bctb cwd manure gap_filling trenching trench_silting fertilizer,current,labor,time,access,cost,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,labor,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,access,labor,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,time,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,skill,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,access,cost,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,skill,time,labor,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,skill,time,labor,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,skill,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,m,1,0,300,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning shade_planting bctb cwd trench_silting basins shade_management,current,access,labor,time,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,access,time,labor,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,access,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,time,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,m,1,1,1500,trees,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning shade_planting suckering bctb gap_filling trenching shade_management,current,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,access,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,time,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,time,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,skill,time,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,skill,time,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,skill,cost,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,skill,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,labor,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,m,1,1,0.5,acres,total,KAGAMBA,KIMULI,MWERUKA,herbicide pruning shade_planting suckering bctb manure gap_filling trenching trench_silting basins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,skill,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,time,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,access,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,cost,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,cost,labor,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,m,1,1,0.5,acres,total,KAGAMBA,KIMULI,MWERUKA,weeding herbicide mulching pruning shade_planting suckering bctb cwd manure trenching,current,skill,cost,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,skill,cost,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,cost,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,labor,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,skill,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,skill,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,f,1,1,500,trees,total,KAGAMBA,KASANKALA,KASANKALA_TRC,weeding herbicide mulching pruning shade_planting suckering bctb manure gap_filling trenching,current,labor,cost,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,labor,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,access,cost,time,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,cost,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,skill,cost,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,cost,access,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,m,0,0,300,trees,total,KAGAMBA,KASANKALA,KASANKALA_TRC,weeding herbicide mulching pruning shade_planting suckering bctb cwd manure gap_filling,current,cost,labor,skill,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,access,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,cost,labor,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,labor,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,access,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,skill,access,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
